Name,Url,Telephone,Longitude,Latitude,AddressRegion,AddressLocality,AddressCountry,Tags
Adelaide Road Presbyterian Church,http://www.adelaideroadchurch.ie,+353(0)12694944,-6.258781,53.332501,Dublin,Dublin City,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
It Must Be Dingle Gallery,http://www.itmustbedingle.com/,353669000000,-10.4292799,52.1762485,Kerry,Ballyferriter,Ireland,"Craft,Shopping,Art Gallery,Food Shops"
The Bay Garden,http://www.thebaygarden.com,353539000000,-6.443575,52.608613,Wexford,Camolin,Ireland,"Gardening,Nature and Wildlife,Gardens,Garden"
St Multose Church,,353215000000,-8.525568,51.70585,Cork,Kinsale,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Bernard McGlinchey Town Park,http://www.donegalcoco.ie,+353(0)749153900,-7.736715873,54.9511565,Donegal,Letterkenny,Ireland,"Walking,Natural Landscape,Public Park,Nature and Wildlife"
Cape Clear Heritage Centre,http://www.capeclearisland.ie/heritageCentre,3532839119,-9.49512149,51.43300827,Cork,Cape Clear Island,Republic of Ireland,Museums and Attraction
Slieveardagh Heritage Centre,http://www.slieveardagh.com/business/slieveardagh-enterprise-centre,+353(0)529156165,-7.672186,52.56818,Tipperary,Killenaule,Republic of Ireland,"Learning,Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery,Museums and Attraction"
Ballymastocker Strand,,,-7.5952649,55.183983,Donegal,Portsalon,Ireland,Discovery Point
Bog of Allen Nature Centre,http://www.ipcc.ie/visitor-attraction,35345860133,-6.942346,53.278587,Kildare,Rathangan,Ireland,"Walking,Museums and Attraction,Natural Landscape,Cafe,Food and Drink,Tour"
Tubberpatrick,http://visitlongford.ie/listings/toberpatrick-cemetery-and-holy-well,353433000000,-7.817613964,53.72476692,Longford,,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery,Ruins,Historic Houses and Castle"
St Joseph's Redemptorist Church,https://www.redemptoristsdundalk.ie,353429000000,-6.3895579,54.0042289,Louth,Dundalk,Ireland,"Photography,Learning,Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery"
St. Laurence's Gate - Drogheda Walls,http://www.discoverboynevalley.ie/boyne-valley-drive/heritage-sites/st-laurences-gate-drogheda-walls,353420000000,-6.347102,53.71591,Louth,Drogheda,Republic of Ireland,"Photography,Learning,Historic Houses and Castle"
Caves of Keash Visitor Centre and Gift Shop,http://keash.ie/caves-of-keash,353719000000,-8.443637525,54.04419501,Sligo,Ballymote,Ireland,"Museums and Attraction,Food Shops,Shopping,Tour"
Glor Irish Music Centre,http://www.glor.ie,+353(0)656845370,-8.977096,52.844572,Clare,Ennis,Republic of Ireland,"Learning,Activity Operator,Museums and Attraction,Traditionally Irish,Venue,Music,Cafe,Food and Drink"
Belvedere House Gardens & Park,http://www.belvedere-house.ie,353449000000,-7.369202,53.477197,Westmeath,Mullingar,Ireland,"Covid Safety Charter,Walking,Historic Houses and Castle,Gardens,Garden,Cafe,Food and Drink,Tour"
Skerries South Beach,,,-6.104546596,53.58075891,Dublin,Skerries,Ireland,Beach
Kerry International Dark-Sky Reserve,http://www.kerrydarkskytourism.com/,+353(0)877845688,-10.09249034,52.02430573,Kerry,,Ireland,"Learning,Photography,Natural Landscape"
Sarah Walker Gallery,https://sarahwalkergallery.com/,3532770387,-9.9122588,51.6499614,Cork,Castletownbere,Ireland,"Craft,Shopping,Art Gallery"
Clonohill Gardens,https://www.gardensofireland.org/directory/31/,353579000000,-7.625490356,52.98564781,Laois,Coolrain,Ireland,"Gardening,Nature and Wildlife,Gardens,Garden"
Bunratty Castle & Folk Park,https://www.shannonheritage.com/attractions/bunratty-castle,35361711222,-8.8119226,52.6995682,Clare,Bunratty,Ireland,"Castle,Historic Houses and Castle,Gardens,Garden,Museums and Attraction,Cafe,Food and Drink,Food Shops,Shopping"
The Four Courts,http://www.courts.ie/,+353(0)18886000,-6.273526,53.34591,Dublin,,Republic of Ireland,Historic Houses and Castle
Gleninchaquin Park,http://www.gleninchaquin.com,+353(0)877128553,-9.660638392,51.80198888,Kerry,Tuosist,Republic of Ireland,"Bird Watching,Nature and Wildlife,Photography,Learning,Walking,Activity Operator,Forest Park,Park and Forest Walk,Natural Landscape,Public Park,Tour"
Ballaghaderreen Cathedral,http://www.achonrydiocese.org,353950000000,-8.577979,53.903133,Roscommon,Ballaghaderreen,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Inishbofin Heritage Museum & Gift Shop,https://www.facebook.com/InishbofinHeritageMuseum,353880000000,-10.206749,53.613395,Galway,Inishbofin,Ireland,Museums and Attraction
Great Famine Garden of Remembrance,http://www.carrickonshannonparish.com/famine.htm,353720000000,-8.0844231,53.951074,Leitrim,,Ireland,"Gardening,Nature and Wildlife,Gardens,Garden"
Trá an Dóilín (Coral Strand),http://www.blueflagireland.org/,+353(0)14002202,-9.598881194,53.26415911,Galway,Carraroe,Ireland,"Swimming,Swimming Pools and Water Park,Venue,Beach,Discovery Point"
Working Artists Studios,https://www.facebook.com/Working-Artist-Studios-184258858280445/,353862000000,-9.4614566,51.5627245,Cork,Ballydehob,Ireland,"Craft,Shopping,Learning,Art Gallery"
Duleek Abbey,http://www.discoverboynevalley.ie/boyne-valley-drive/heritage-sites/duleek-abbey,353420000000,-6.4221752,53.6547501,Meath,Duleek,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Boyle Abbey,https://heritageireland.ie/visit/places-to-visit/boyle-abbey/,353720000000,-8.2970185,53.9735204,Roscommon,Boyle,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery,Museums and Attraction,Ruins,Historic Houses and Castle"
Cahore Beach ,,,-6.197159,52.5590215,Wexford,Cahore,Ireland,Beach
Crafts of Ireland,http://craftsofireland.ie,353868000000,-7.0886528,53.785466,Cavan,Virginia,Ireland,"Covid Safety Charter,Craft,Shopping,Learning,Activity Operator,Art Gallery"
Slieve Bloom Mountains,,,-7.5672222,53.0933333,Laois,,Ireland,"Walking,Natural Landscape"
Claregalway Museum and Forge,https://facebook.com/ClaregalwayHistoricalSociety,353868000000,-8.927952,53.359957,Galway,Claregalway,Ireland,Museums and Attraction
Owenahincha Beach,https://www.blueflag.global/show-site?siteId=6657,3532821489,-8.9966337,51.5656789,Cork,,Ireland,"Swimming,Swimming Pools and Water Park,Venue,Walking,Beach,Natural Landscape"
Experience Gaelic Games,https://experiencegaelicgames.com,35312544292,-6.263118,53.374288,Dublin,Glasnevin,Ireland,"Restaurant,Gaa,Learning,Activity Operator,Food and Drink,Pubs and Bar"
Dublin Art Life,http://dublinartlife.com,,-6.2603097,53.3498053,Dublin,Dublin City,Republic of Ireland,"Art Gallery,Museums and Attraction"
Aughris Head,,,-8.7570235,54.268943,Sligo,Templeboy,Ireland,Discovery Point
Drimnagh Castle,http://www.drimnaghcastle.org/,+353(0)14502530,-6.33295,53.324844,Dublin,,Republic of Ireland,"Walking,Historic Houses and Castle,Castle,Gardens,Garden,Museums and Attraction,Food Shops,Shopping,Tour"
Droichead Charraig an Logáin (Carrickalegaun Bridge) .,,,-9.6563065,53.288173,Galway,Lettermore,Ireland,Discovery Point
Custom House Studios & Gallery,http://www.customhousestudios.ie,3539828735,-9.547123817,53.80022361,Mayo,Westport,Republic of Ireland,"Craft,Shopping,Art Gallery"
Fintown Railway,http://www.antraen.com,353750000000,-8.1200343,54.8675964,Donegal,Fintown,Ireland,Museums and Attraction
Whiddy Island View Discovery Point,,,-9.582194,51.713113,Cork,,Ireland,Discovery Point
Fr Patrick Peyton CSC Memorial Centre,http://www.fatherpeytoncentre.ie,3539645374,-9.0840683,54.0498936,Mayo,Ballina,Ireland,"Museums and Attraction,Activity Operator"
The Gallery Kinsale,http://thegallerykinsale.com,353868000000,-8.5230489,51.7050658,Cork,Kinsale,Ireland,"Craft,Shopping,Learning,Art Gallery,Food Shops"
Cuan an Daingin (Dingle Harbour),,,-10.278091,52.139049,Kerry,Dingle,Ireland,Embarkation Point
Teeling Whiskey Distillery,https://www.teelingwhiskey.com,35315310888,-6.2771221,53.3377638,Dublin,Dublin,Ireland,"Covid Safety Charter,Food and Drink,Restaurant,Activity Operator,Museums and Attraction,Food Shops,Shopping,Tour"
Micil Distillery,http://micildistillery.com,35391450226,-9.0764149,53.2598757,Galway,,Ireland,"Covid Safety Charter,Food and Drink,Restaurant,Museums and Attraction"
Stradbally Medieval Church,,3535841741,-7.460793487,52.13043387,Waterford,Stradbally,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Spanish Point Beach ,https://www.blueflag.global/show-site?siteId=6624,,-9.4332912,52.843133,Clare,Spanish Point,Ireland,"Surfing,Activity Operator,Swimming,Swimming Pools and Water Park,Venue,Beach,Natural Landscape"
Dún An Óir,"http://www.megalithicireland.com/Dun%20an%20Oir,%20Smerwick.html",,-10.4149455,52.1901965,Kerry,Smerwick,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Arboretum Inspirational Gardens,https://www.arboretum.ie/,353600000000,-6.9747303,52.742058,Carlow,Leighlinbridge,Ireland,"Shopping,Shopping Centres and Department Store,Gardens,Garden,Cafe,Food and Drink"
"Edmund Rice Heritage Centre, Callan.",http://edmundrice.net/edmund-rice/heritage-centres#•-westcourt-callan,353568000000,-7.1167957,52.2567373,Waterford,,Ireland,"Historic Houses and Castle,Museums and Attraction"
Kilfane Church,,353568000000,-7.118503,52.555069,Kilkenny,Thomastown,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Tragumna Beach ,https://www.blueflag.global/show-site?siteId=6662,3532821489,-9.265747,51.5027103,Cork,,Ireland,"Swimming,Swimming Pools and Water Park,Venue,Beach,Natural Landscape"
Ennis Friary,https://www.heritageireland.ie/en/shannon-region/ennisfriary,353657000000,-8.9814453,52.8461632,Clare,Lifford,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery,Ruins,Historic Houses and Castle"
Marlfield House & Gardens,https://www.marlfieldhouse.com/,353539000000,-6.275211,52.668747,Wexford,Gorey,Ireland,"Walking,Gardens,Garden"
Teach Mhuiris,https://www.gaothdobhair.ie/en/tourist-attractions-gweedore/teach-mhuiris,353750000000,-8.292346461,55.07528477,Donegal,Derrybeg,Ireland,"Castle,Historic Houses and Castle"
Kildare Town Heritage Centre,http://www.kildareheritage.com,35345530672,-6.910412,53.1569873,Kildare,,Ireland,"Covid Safety Charter,Learning,Historic Houses and Castle,Shopping,Tour"
Portmagee Harbour,,,-10.365681,51.886058,Kerry,Portmagee,Ireland,Embarkation Point
Derrymore Beach,,+353(0)667121288,-9.842923401,52.24068427,Kerry,Derrymore,Republic of Ireland,Beach
St. Carthage's Cathedral Lismore,http://www.discoverlismore.com,3535854975,-7.9292165,52.1398466,Waterford,Lismore,Ireland,"Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery"
IrishWaterColours - Anne Osborne,https://www.discoverireland.ie/Arts-Culture-Heritage/irishwatercolours-anne-osborne/14543,353719000000,-8.600184,54.2715044,Sligo,,Ireland,"Craft,Shopping,Art Gallery"
St Tola Irish Goat Farm,https://www.st-tola.ie/,353657000000,-9.180328,52.9027043,Clare,,Ireland,"Covid Safety Charter,Food and Drink,Restaurant,Visitor Farm,Artisan,Local Produce"
Leitrim Sculpture Centre,http://twitter.com/lsc_visual,+00353(0)719855098,-8.175572,54.305726,Leitrim,Manorhamilton,Republic of Ireland,"Craft,Shopping,Art Gallery"
Keem Beach ,https://www.blueflag.global/show-site?siteId=6677,35314002202,-10.1928951,53.9671631,Mayo,,Ireland,"Surfing,Activity Operator,Swimming,Swimming Pools and Water Park,Venue,Walking,Beach"
Cavan and Leitrim Railway,http://cavanandleitrim.com,353720000000,-7.91651,53.859514,Leitrim,Dromod,Republic of Ireland,"Museums and Attraction,Tour"
Desmond Castle Adare,https://heritageireland.ie/places-to-visit/adare-castle/,35361396666,-8.78202,52.569504,Limerick,Adare,Ireland,"Photography,Learning,Historic Houses and Castle,Castle,Ruins,Tour"
Wren’s Wood Garden,http://visitwicklow.ie/attraction/wrens-wood-garden/,35312810274,-6.101017576,53.05493003,Wicklow,Ashford,Ireland,"Gardens,Garden"
Lettermullen & Garumna Heritage Centre,https://www.xn--cuigal-eva.ie/about,35391551744,-9.732409066,53.24323604,Galway,Lettermullen Island,Republic of Ireland,"Tracing Your Ancestors,Museums and Attraction"
Ballymore Historic Features,http://www.ballymorehistoricfeatures.com,353868000000,-6.374547,52.598346,Wexford,Ballymore,Republic of Ireland,"Museums and Attraction,Tour"
Oakfield Park,http://www.oakfieldpark.com,353749000000,-7.574653021,54.8772055,Donegal,Raphoe,Ireland,"Covid Safety Charter,Castle,Historic Houses and Castle"
The Ballinglen Museum of Art,http://www.ballinglenartsfoundation.org,3539643184,-9.3722177,54.2797399,Mayo,Ballycastle,Ireland,"Craft,Shopping,Photography,Learning,Art Gallery,Museums and Attraction"
Away to Me Sheepdog Demonstrations,https://awaytome.ie/,353872000000,-8.7820907,54.6671713,Donegal,Malin Beg,Ireland,"Activity Operator,Visitor Farm,Boat,Tour"
Farney Castle,https://cyrilcullen.wordpress.com/farney-castle,35350443281,-7.901032,52.671861,Tipperary,Thurles,Ireland,"Craft,Shopping,Photography,Learning,Historic Houses and Castle,Castle,Cafe,Food and Drink,Food Shops,Tour"
Elly Bay Beach,https://www.blueflag.global/show-site?siteId=6674,35314002202,-10.09206433,54.15979422,Mayo,,Republic of Ireland,"Bird Watching,Nature and Wildlife,Sailing,Activity Operator,Surfing,Swimming,Swimming Pools and Water Park,Venue,Beach"
Abbeyderg Abbey and Graveyard,http://visitlongford.ie/listings/abbeyderg-abbey,353433000000,-7.789106677,53.6334654,Longford,Kenagh,Republic of Ireland,"Photography,Learning,Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery,Ruins"
Glasnevin Cemetery Museum,http://www.glasnevinmuseum.ie,35318826550,-6.2770874,53.37003,Dublin,Glasnevin,Ireland,"Walking,Tracing Your Ancestors,Gardens,Garden,Museums and Attraction,Public Sculpture,Cafe,Food and Drink,Food Shops,Shopping,Tour"
The National Design & Craft Gallery,https://www.ndcg.ie/,353568000000,-7.2500786,52.6493621,Kilkenny,,Ireland,"Craft,Shopping,Learning,Art Gallery,Cafe,Food and Drink"
Freshford Loop,http://www.trailkilkenny.ie,,-7.399741169,52.73450163,Kilkenny,Freshford,Republic of Ireland,"Walking,Natural Landscape"
The Slieve Felim Way,,+353(0)61317522,-8.138485012,52.81143011,Tipperary,Silvermines,Republic of Ireland,"Walking,Natural Landscape"
Gurteen Beach,,,-9.960840282,53.37948911,Galway,Roundstone,Ireland,Beach
Magilligan Point View,,,-7.0140302,55.22405,Donegal,Greencastle,Republic of Ireland,Discovery Point
Fionn MacCool Loop,http://www.irishtrails.ie/Trail/Fionn-MacCool-Loop---Bonane-Beara/473/,,-9.536642639,51.81601273,Kerry,Bonane,Republic of Ireland,"Walking,Natural Landscape"
Ionad Cois Locha,http://www.dunleweycentre.com,353750000000,-8.1476412,55.025326,Donegal,Letterkenny,Ireland,"Craft,Shopping,Cruising,Kayaking,Activity Operator,Walking,Museums and Attraction,Cafe,Food and Drink,Boat,Tour,Food Shops"
Brushwood Studios Art Gallery,http://www.brushwoodstudios.com,353647000000,-9.8698743,51.8283045,Kerry,Sneem,Ireland,"Craft,Shopping,Art Gallery"
Clonony Castle,https://facebook.com/ClononyCastle/?fref=ts,353878000000,-7.922767,53.2358989,Offaly,,Ireland,"Photography,Learning,Historic Houses and Castle,Castle"
North Tipperary Genealogy Centre,http://www.tipperarycoco.ie/heritage/genealogy-centre,3536733850,-8.200283933,52.86578066,Tipperary,Nenagh,Republic of Ireland,"Tracing Your Ancestors,Museums and Attraction"
Bishop's Quarter ,,,-9.127942,53.1291281,Clare,Ballyvaughan,Ireland,"Swimming,Swimming Pools and Water Park,Venue,Beach,Natural Landscape"
National Print Museum,https://www.nationalprintmuseum.ie,35316603770,-6.2354701,53.3352901,Dublin,,Ireland,"Covid Safety Charter,Craft,Shopping,Learning,Activity Operator,Museums and Attraction,Cafe,Food and Drink,Local Produce,Restaurant,Food Shops,Tour"
Balbriggan Beach,,+353(0)18400077,-6.182411859,53.61201653,Dublin,Swords,Republic of Ireland,Beach
Killoughternane,,,-6.824711153,52.66285596,Carlow,Bagenalstown,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery,Ruins,Historic Houses and Castle"
Kerry Geopark,https://www.facebook.com/kerrygeopark,+353(0)877934663,-9.897747,51.837759,Kerry,Sneem,Republic of Ireland,"Walking,Natural Landscape,Activity Operator"
The Barony Of Erris Birdwatching,https://www.mayo-ireland.ie/en/towns-villages/bangor/bangor-activities-birdwatching.html,+353(0)9782292,-9.990733019,54.2237204,Mayo,,Republic of Ireland,"Bird Watching,Nature and Wildlife,Natural Landscape"
Cappoquin House Gardens,https://www.cappoquinhouseandgardens.com,3535854290,-7.8503399,52.1494507,Waterford,Cappoquin,Ireland,"Walking,Gardens,Garden,Historic Houses and Castle,Tour"
Ballymoney North Beach,https://www.blueflag.global/show-site?siteId=10257,,-6.203500032,52.67669255,Wexford,Ballymoney,Ireland,Beach
The Wexford Slobs and Wildfowl Reserve,https://www.wexfordwildfowlreserve.ie,353761000000,-6.4200302,52.3570279,Wexford,,Ireland,"Bird Watching,Nature and Wildlife,Learning,Photography,Forest Park,Park and Forest Walk,Walking,National Park,National and Forest Park,Natural Landscape"
Ballintubbert Gardens & House,https://www.ballintubbert.com/gardens,353420000000,-7.086172,52.985038,Laois,Ballintubbert,Ireland,"Restaurant,Gardening,Nature and Wildlife,Learning,Gardens,Garden,Historic Houses and Castle,Local Produce,Food and Drink"
Bushy Park,,+353(0)14900320,-6.292767969,53.30131952,Dublin,Terenure,Republic of Ireland,"Forest Park,Park and Forest Walk,Walking,National Park,National and Forest Park,Public Park,Nature and Wildlife"
Morriscastle Beach ,https://www.blueflag.global/show-site?siteId=6636,,-6.2383223,52.5141228,Wexford,,Ireland,"Swimming,Swimming Pools and Water Park,Venue,Walking,Beach"
Inishcrone Pier (Enniscrone Pier),,,-9.096038,54.220128,Sligo,Enniscrone,Ireland,Discovery Point
The Irish Rock 'N' Roll Museum Experience,https://www.facebook.com/irishrockmuseum,+353(0)16351993,-6.2645993,53.344865,Dublin,,Ireland,"Covid Safety Charter,Activity Operator,Museums and Attraction,Traditionally Irish,Food Shops,Shopping,Tour"
Marlay Park,http://www.dlrcoco.ie/parks/marlay_information.html,+353(0)14937372,-6.276237376,53.27676505,Dublin,Rathfarnham,Republic of Ireland,"Cycling,Golf,Walking,Gardens,Garden,Historic Houses and Castle,Public Park,Nature and Wildlife,Venue,Music,Sports Venues,Cafe,Food and Drink,Local Produce,Restaurant,Food Shops,Shopping,Tour"
Green On Red Gallery,http://www.greenonredgallery.com,+353(0)872454282,-6.237870976,53.35016604,Dublin,Dublin City Centre,Republic of Ireland,"Craft,Shopping,Art Gallery,Food Shops"
City Highlights Walking Tour- Dublin,http://sightwalkingdublin.com/,+353(0)862002480,-6.2604903,53.3396625,Dublin,,Ireland,"Gaa,Walking,Activity Operator,Tour"
